Date,State Senate District,Democrat Active,Republican Active,Libertarian Active,No Party Active,Other Active,Total Active,Democratic Inactive,Republican Inactive,Libertarian Inactive,No Party Inactive,Other Inactive,Total Inactive,Grand Total
June 2022,State Senator District 03,6504,18899,,9104,224,34731,1545,2133,,3606,69,7353,42084
June 2022,State Senator District 04,9100,15484,,11538,253,36375,1781,1720,,4065,98,7664,44039
June 2022,State Senator District 05,9571,18360,,13066,242,41239,1395,1825,,3859,82,7161,48400
June 2022,State Senator District 06,8453,16887,,12174,220,37734,1376,1660,,3272,76,6384,44118
June 2022,State Senator District 07,8445,17994,,10728,239,37406,1578,1945,,3383,87,6993,44399
June 2022,State Senator District 08,8601,22046,,10318,371,41336,1139,2134,,2651,110,6034,47370
June 2022,State Senator District 09,6723,20234,,10332,243,37532,1203,2221,,3755,76,7255,44787
June 2022,State Senator District 10,9837,10661,,9491,448,30437,2824,2412,,4772,230,10238,40675
June 2022,State Senator District 11,11673,15474,,12647,326,40120,1528,1592,,2999,101,6220,46340
June 2022,State Senator District 12,8354,16828,,11944,251,37377,1330,1682,,3158,81,6251,43628
June 2022,State Senator District 13,10079,12720,,10087,213,33099,2065,1578,,3410,79,7132,40231
June 2022,State Senator District 14,11759,13688,,13695,323,39465,1622,1753,,3224,108,6707,46172
June 2022,State Senator District 15,14643,6049,,8348,317,29357,3047,950,,2815,132,6944,36301
June 2022,State Senator District 16,16180,11900,,10897,344,39321,2185,1535,,2706,156,6582,45903
June 2022,State Senator District 17,14835,4217,,7384,350,26786,4489,1129,,3319,155,9092,35878
June 2022,State Senator District 18,21192,6742,,9154,398,37486,3605,1199,,2794,126,7724,45210
June 2022,State Senator District 19,10161,16851,,12058,265,39335,1510,1647,,3229,53,6439,45774
June 2022,State Senator District 20,13465,10666,,10759,377,35267,1889,1185,,2711,80,5865,41132
June 2022,State Senator District 21,12882,14169,,13299,412,40762,1383,1624,,2308,100,5415,46177
June 2022,State Senator District 22,14824,13492,,11436,364,40116,1649,1376,,2207,91,5323,45439
June 2022,State Senator District 23,11384,15502,,13962,370,41218,1109,1327,,2219,68,4723,45941
June 2022,State Senator District 24,11020,14525,,13182,314,39041,1571,1634,,3968,106,7279,46320
June 2022,State Senator District 25,13357,6950,,10126,390,30823,4634,2745,,5620,260,13259,44082
June 2022,State Senator District 26,10753,12716,,11443,323,35235,1662,1425,,3496,100,6683,41918
June 2022,State Senator District 27,9972,15741,,12412,242,38367,2316,1478,,3674,59,7527,45894
June 2022,State Senator District 28,8085,17702,,11348,219,37354,1145,1623,,3118,66,5952,43306
June 2022,State Senator District 29,9730,14711,,14115,225,38781,1499,1335,,3760,65,6659,45440
June 2022,State Senator District 30,11216,12941,,14511,249,38917,1656,1436,,4174,67,7333,46250
June 2022,State Senator District 31,14398,7208,,9552,282,31440,3384,1079,,3532,111,8106,39546
June 2022,State Senator District 32,10897,14912,,13217,202,39228,1613,1344,,3213,66,6236,45464
June 2022,State Senator District 33,12549,14630,,13425,192,40796,1248,1215,,3021,50,5534,46330
June 2022,State Senator District 34,9907,13482,,14042,186,37617,1105,1059,,3229,65,5458,43075
June 2022,State Senator District 35,11771,12483,,13961,248,38463,2141,1315,,4681,94,8231,46694
June 2022,State Senator District 36,15952,9990,,10371,365,36678,2957,1530,,3639,133,8259,44937
June 2022,State Senator District 37,14227,11414,,12974,389,39004,1915,1434,,2903,114,6366,45370
June 2022,State Senator District 38,12612,12342,,12805,304,38063,2126,1532,,3363,95,7116,45179
June 2022,State Senator District 39,15168,7155,,10261,429,33013,3089,1345,,3549,167,8150,41163
June 2022,State Senator District 40,15025,10463,,12042,397,37927,2275,1324,,3117,146,6862,44789
June 2022,State Senator District 41,11646,11427,,13124,306,36503,2493,1493,,4648,105,8739,45242
June 2022,State Senator District 42,12048,14348,,14853,327,41576,1464,1219,,3166,75,5924,47500
June 2022,State Senator District 43,18682,7159,,11573,314,37728,3269,1352,,3268,113,8002,45730
June 2022,State Senator District 44,9308,15923,,10080,292,35603,1892,1851,,3776,86,7605,43208
June 2022,State Senator District 45,20604,4259,,9193,313,34369,6270,2125,,5180,204,13779,48148
June 2022,State Senator District 46,11592,14590,,13202,296,39680,1378,1409,,3092,101,5980,45660
June 2022,State Senator District 47,12022,14185,,14612,297,41116,2227,2176,,4500,130,9033,50149
June 2022,State Senator District 48,9856,13966,,11846,269,35937,2134,1713,,4387,107,8341,44278
June 2022,State Senator District 49,13132,7481,,11698,389,32700,4443,1807,,6561,181,12992,45692
June 2022,State Senator District 50,13857,10169,,11013,300,35339,2880,1433,,4459,108,8880,44219
July 2022,State Senator District 01,9545,9547,,7710,238,27040,2743,1597,,3870,88,8298,35338
July 2022,State Senator District 02,4184,26331,,6974,158,37647,790,2305,,2029,52,5176,42823
July 2022,State Senator District 03,6460,19407,,8754,212,34833,1535,2104,,3588,68,7295,42128
July 2022,State Senator District 04,9028,16100,,11056,244,36428,1769,1698,,4043,96,7606,44034
July 2022,State Senator District 05,9554,19097,,12519,231,41401,1379,1802,,3830,82,7093,48494
July 2022,State Senator District 06,8499,17359,,11734,212,37804,1359,1645,,3249,76,6329,44133
July 2022,State Senator District 07,8407,18531,,10387,238,37563,1562,1923,,3357,86,6928,44491
July 2022,State Senator District 08,8534,22725,,9857,356,41472,1125,2106,,2637,109,5977,47449
July 2022,State Senator District 09,6669,20877,,9930,230,37706,1195,2192,,3721,76,7184,44890
July 2022,State Senator District 10,9933,11064,,9221,444,30662,2805,2388,,4739,228,10160,40822
July 2022,State Senator District 11,11766,16064,,12136,310,40276,1488,1569,,2969,98,6124,46400
July 2022,State Senator District 12,8243,17692,,11334,240,37509,1304,1654,,3131,80,6169,43678
July 2022,State Senator District 13,9886,13634,,9478,204,33202,2058,1556,,3385,75,7074,40276
July 2022,State Senator District 14,12141,14152,,13272,314,39879,1566,1724,,3182,106,6578,46457
July 2022,State Senator District 15,14826,6372,,8029,300,29527,3007,933,,2792,132,6864,36391
July 2022,State Senator District 16,16585,12258,,10314,322,39479,2157,1508,,2682,155,6502,45981
July 2022,State Senator District 17,15088,4400,,7102,341,26931,4440,1118,,3281,155,8994,35925
July 2022,State Senator District 18,21858,6961,,8568,380,37767,3552,1178,,2761,125,7616,45383
July 2022,State Senator District 19,10130,17708,,11425,245,39508,1489,1629,,3199,53,6370,45878
July 2022,State Senator District 20,13667,11144,,10289,365,35465,1872,1176,,2690,80,5818,41283
July 2022,State Senator District 21,13252,14616,,12718,392,40978,1362,1601,,2288,100,5351,46329
July 2022,State Senator District 22,15146,13973,,10799,337,40255,1628,1349,,2183,90,5250,45505
July 2022,State Senator District 23,11615,16104,,13444,353,41516,1093,1303,,2197,68,4661,46177
July 2022,State Senator District 24,11058,15146,,12689,298,39191,1553,1615,,3921,105,7194,46385
July 2022,State Senator District 25,13596,7059,,9857,375,30887,4599,2734,,5589,260,13182,44069
July 2022,State Senator District 26,10780,13221,,10961,312,35274,1651,1418,,3482,98,6649,41923
July 2022,State Senator District 27,9968,16244,,11978,230,38420,2299,1455,,3657,59,7470,45890
July 2022,State Senator District 28,8150,18279,,10864,214,37507,1122,1607,,3080,67,5876,43383
July 2022,State Senator District 29,9778,15380,,13497,210,38865,1487,1318,,3737,63,6605,45470
July 2022,State Senator District 30,11286,13819,,13715,232,39052,1638,1420,,4133,67,7258,46310
July 2022,State Senator District 31,14528,7435,,9269,276,31508,3368,1071,,3522,111,8072,39580
July 2022,State Senator District 32,10913,15332,,12831,201,39277,1596,1334,,3189,66,6185,45462
July 2022,State Senator District 33,12489,15290,,12974,187,40940,1237,1209,,3002,50,5498,46438
July 2022,State Senator District 34,9849,14202,,13493,181,37725,1096,1045,,3203,64,5408,43133
July 2022,State Senator District 35,11748,13116,,13477,236,38577,2126,1307,,4653,95,8181,46758
July 2022,State Senator District 36,16188,10242,,10012,354,36796,2930,1514,,3621,132,8197,44993
July 2022,State Senator District 37,14507,11704,,12547,371,39129,1888,1421,,2884,114,6307,45436
July 2022,State Senator District 38,12783,12707,,12312,295,38097,2111,1514,,3345,93,7063,45160
July 2022,State Senator District 39,15425,7358,,9936,404,33123,3066,1328,,3530,167,8091,41214
July 2022,State Senator District 40,15193,10760,,11715,376,38044,2255,1311,,3100,144,6810,44854
July 2022,State Senator District 41,11707,12058,,12568,292,36625,2476,1487,,4615,104,8682,45307
July 2022,State Senator District 42,12143,14925,,14326,311,41705,1447,1191,,3145,74,5857,47562
July 2022,State Senator District 43,19039,7363,,11272,302,37976,3255,1347,,3250,109,7961,45937
July 2022,State Senator District 44,9261,16639,,9547,271,35718,1876,1838,,3745,86,7545,43263
July 2022,State Senator District 45,21042,4364,,8889,303,34598,6220,2113,,5157,204,13694,48292
July 2022,State Senator District 46,11577,15527,,12462,282,39848,1358,1400,,3062,101,5921,45769
July 2022,State Senator District 47,12199,14789,,14038,274,41300,2212,2160,,4465,129,8966,50266
July 2022,State Senator District 48,9819,14406,,11571,258,36054,2117,1708,,4366,102,8293,44347
July 2022,State Senator District 49,13286,7808,,11359,372,32825,4408,1797,,6528,179,12912,45737
July 2022,State Senator District 50,13791,10582,,10777,293,35443,2851,1415,,4432,108,8806,44249
August 2022,State Senator District 01,9529,9545,,7778,237,27089,2736,1591,,3858,88,8273,35362
August 2022,State Senator District 02,4186,26386,,7010,158,37740,786,2285,,2023,52,5146,42886
August 2022,State Senator District 03,6465,19414,,8807,215,34901,1529,2100,,3571,67,7267,42168
August 2022,State Senator District 04,9010,16117,,11133,243,36503,1751,1681,,4025,93,7550,44053
August 2022,State Senator District 05,9534,19145,,12576,234,41489,1375,1796,,3816,80,7067,48556
August 2022,State Senator District 06,8486,17385,,11786,216,37873,1355,1636,,3234,75,6300,44173
August 2022,State Senator District 07,8408,18533,,10454,241,37636,1554,1918,,3346,86,6904,44540
August 2022,State Senator District 08,8522,22734,,9917,359,41532,1120,2096,,2631,109,5956,47488
August 2022,State Senator District 09,6665,20892,,9966,232,37755,1196,2172,,3717,76,7161,44916
August 2022,State Senator District 10,9962,11082,,9287,451,30782,2794,2380,,4721,228,10123,40905
August 2022,State Senator District 11,11758,16090,,12226,311,40385,1476,1565,,2952,97,6090,46475
August 2022,State Senator District 12,8236,17705,,11399,240,37580,1299,1646,,3119,79,6143,43723
August 2022,State Senator District 13,9841,13650,,9557,206,33254,2039,1538,,3385,75,7037,40291
August 2022,State Senator District 14,12181,14180,,13471,316,40148,1558,1698,,3169,106,6531,46679
August 2022,State Senator District 15,14810,6371,,8083,302,29566,2987,928,,2779,132,6826,36392
August 2022,State Senator District 16,16570,12268,,10421,329,39588,2146,1495,,2670,153,6464,46052
August 2022,State Senator District 17,15080,4401,,7181,344,27006,4428,1109,,3266,154,8957,35963
August 2022,State Senator District 18,21845,6957,,8666,386,37854,3539,1167,,2746,125,7577,45431
August 2022,State Senator District 19,10105,17722,,11522,247,39596,1483,1621,,3178,51,6333,45929
August 2022,State Senator District 20,13646,11161,,10397,369,35573,1866,1162,,2676,79,5783,41356
August 2022,State Senator District 21,13268,14636,,12864,396,41164,1350,1591,,2269,99,5309,46473
August 2022,State Senator District 22,15100,13950,,10860,333,40243,1650,1359,,2210,91,5310,45553
August 2022,State Senator District 23,11606,16104,,13567,354,41631,1089,1295,,2182,68,4634,46265
August 2022,State Senator District 24,11034,15156,,12786,307,39283,1541,1603,,3908,104,7156,46439
August 2022,State Senator District 25,13596,7062,,9916,376,30950,4579,2724,,5566,259,13128,44078
August 2022,State Senator District 26,10753,13241,,11092,319,35405,1638,1400,,3462,98,6598,42003
August 2022,State Senator District 27,9956,16403,,11927,230,38516,2286,1441,,3648,58,7433,45949
August 2022,State Senator District 28,8131,18289,,10932,215,37567,1117,1598,,3058,67,5840,43407
August 2022,State Senator District 29,9760,15372,,13546,207,38885,1478,1309,,3706,63,6556,45441
August 2022,State Senator District 30,11270,13819,,13789,235,39113,1629,1415,,4120,67,7231,46344
August 2022,State Senator District 31,14514,7429,,9344,277,31564,3357,1062,,3511,110,8040,39604
August 2022,State Senator District 32,10890,15549,,12686,199,39324,1588,1324,,3176,66,6154,45478
August 2022,State Senator District 33,12465,15278,,13058,189,40990,1228,1203,,2987,50,5468,46458
August 2022,State Senator District 34,9822,14197,,13566,182,37767,1091,1034,,3187,64,5376,43143
August 2022,State Senator District 35,11730,13129,,13573,237,38669,2114,1299,,4632,94,8139,46808
August 2022,State Senator District 36,16144,10251,,10105,359,36859,2925,1506,,3613,130,8174,45033
August 2022,State Senator District 37,14508,11691,,12680,370,39249,1878,1405,,2868,113,6264,45513
August 2022,State Senator District 38,12766,12698,,12383,297,38144,2093,1500,,3329,93,7015,45159
August 2022,State Senator District 39,15404,7360,,10035,407,33206,3048,1323,,3522,167,8060,41266
August 2022,State Senator District 40,15182,10774,,11801,379,38136,2250,1307,,3085,144,6786,44922
August 2022,State Senator District 41,11703,12052,,12629,296,36680,2466,1473,,4599,103,8641,45321
August 2022,State Senator District 42,12130,14906,,14444,312,41792,1435,1183,,3127,74,5819,47611
August 2022,State Senator District 43,19081,7377,,11403,302,38163,3241,1344,,3240,109,7934,46097
August 2022,State Senator District 44,9243,16633,,9605,273,35754,1863,1827,,3728,86,7504,43258
August 2022,State Senator District 45,21024,4359,,8966,305,34654,6206,2111,,5150,204,13671,48325
August 2022,State Senator District 46,11583,15520,,12560,280,39943,1341,1381,,3042,101,5865,45808
August 2022,State Senator District 47,12202,14797,,14165,276,41440,2203,2158,,4450,126,8937,50377
August 2022,State Senator District 48,9816,14418,,11641,260,36135,2107,1697,,4345,101,8250,44385
August 2022,State Senator District 49,13291,7827,,11457,370,32945,4405,1790,,6518,177,12890,45835
August 2022,State Senator District 50,13769,10603,,10864,293,35529,2840,1409,,4416,108,8773,44302
September 2022,State Senator District 01,9515,9533,,7881,237,27166,2737,1581,,3846,88,8252,35418
September 2022,State Senator District 02,4176,26421,,7058,160,37815,778,2249,,2013,52,5092,42907
September 2022,State Senator District 03,6460,19416,,8876,217,34969,1524,2086,,3551,66,7227,42196
September 2022,State Senator District 04,8998,16164,,11214,244,36620,1745,1674,,3997,89,7505,44125
September 2022,State Senator District 05,9514,19200,,12676,236,41626,1368,1786,,3795,79,7028,48654
September 2022,State Senator District 06,8396,17487,,11864,217,37964,1348,1630,,3221,73,6272,44236
September 2022,State Senator District 07,8410,18547,,10551,241,37749,1547,1910,,3331,87,6875,44624
September 2022,State Senator District 08,8527,22752,,9996,364,41639,1115,2090,,2619,108,5932,47571
September 2022,State Senator District 09,6667,20874,,10046,233,37820,1184,2153,,3693,75,7105,44925
September 2022,State Senator District 10,9961,11118,,9367,456,30902,2784,2368,,4696,227,10075,40977
September 2022,State Senator District 11,11777,16093,,12336,312,40518,1469,1561,,2942,98,6070,46588
September 2022,State Senator District 12,8217,17785,,11456,240,37698,1285,1629,,3102,79,6095,43793
September 2022,State Senator District 13,9805,13663,,9668,210,33346,2019,1528,,3373,75,6995,40341
September 2022,State Senator District 14,12200,14205,,13661,317,40383,1542,1692,,3149,106,6489,46872
September 2022,State Senator District 15,14787,6359,,8196,302,29644,2970,923,,2757,130,6780,36424
September 2022,State Senator District 16,16551,12236,,10540,328,39655,2128,1487,,2658,151,6424,46079
September 2022,State Senator District 17,15070,4402,,7309,346,27127,4404,1098,,3248,152,8902,36029
September 2022,State Senator District 18,21871,6967,,8798,388,38024,3508,1157,,2730,123,7518,45542
September 2022,State Senator District 19,10078,17744,,11648,249,39719,1473,1606,,3157,50,6286,46005
September 2022,State Senator District 20,13629,11192,,10483,370,35674,1852,1151,,2650,77,5730,41404
September 2022,State Senator District 21,13262,14657,,12996,401,41316,1346,1581,,2259,97,5283,46599
September 2022,State Senator District 22,15072,13922,,10981,338,40313,1640,1340,,2198,91,5269,45582
September 2022,State Senator District 23,11588,16138,,13702,359,41787,1083,1288,,2166,66,4603,46390
September 2022,State Senator District 24,11020,15149,,12877,319,39365,1533,1582,,3891,105,7111,46476
September 2022,State Senator District 25,13617,7082,,10028,375,31102,4563,2713,,5553,257,13086,44188
September 2022,State Senator District 26,10736,13241,,11156,318,35451,1634,1394,,3448,98,6574,42025
September 2022,State Senator District 27,9929,16409,,12013,230,38581,2277,1428,,3631,58,7394,45975
September 2022,State Senator District 28,8123,18293,,10998,216,37630,1111,1587,,3046,67,5811,43441
September 2022,State Senator District 29,9729,15373,,13611,207,38920,1464,1305,,3689,63,6521,45441
September 2022,State Senator District 30,11274,13883,,13850,236,39243,1618,1412,,4105,68,7203,46446
September 2022,State Senator District 31,14502,7428,,9429,279,31638,3341,1058,,3487,110,7996,39634
September 2022,State Senator District 32,10880,15556,,12758,201,39395,1581,1315,,3157,66,6119,45514
September 2022,State Senator District 33,12412,15307,,13175,192,41086,1219,1192,,2971,50,5432,46518
September 2022,State Senator District 34,9813,14213,,13663,185,37874,1084,1022,,3162,64,5332,43206
September 2022,State Senator District 35,11699,13145,,13707,237,38788,2100,1288,,4602,94,8084,46872
September 2022,State Senator District 36,16099,10245,,10228,368,36940,2906,1500,,3591,130,8127,45067
September 2022,State Senator District 37,14488,11682,,12803,373,39346,1867,1400,,2856,113,6236,45582
September 2022,State Senator District 38,12741,12687,,12488,295,38211,2076,1489,,3314,93,6972,45183
September 2022,State Senator District 39,15382,7350,,10131,408,33271,3038,1323,,3510,166,8037,41308
September 2022,State Senator District 40,15178,10763,,11910,388,38239,2238,1303,,3065,144,6750,44989
September 2022,State Senator District 41,11688,12073,,12731,299,36791,2455,1467,,4580,103,8605,45396
September 2022,State Senator District 42,12101,14911,,14541,314,41867,1417,1176,,3113,73,5779,47646
September 2022,State Senator District 43,19103,7397,,11606,307,38413,3227,1341,,3231,107,7906,46319
September 2022,State Senator District 44,9230,16613,,9689,274,35806,1854,1820,,3708,87,7469,43275
September 2022,State Senator District 45,21324,4376,,9248,311,35259,6177,2101,,5147,203,13628,48887
September 2022,State Senator District 46,11584,15535,,12669,280,40068,1330,1365,,3032,100,5827,45895
September 2022,State Senator District 47,12194,14823,,14291,276,41584,2192,2143,,4429,125,8889,50473
September 2022,State Senator District 48,9801,14437,,11720,264,36222,2101,1677,,4332,100,8210,44432
September 2022,State Senator District 49,13279,7827,,11576,372,33054,4389,1783,,6496,175,12843,45897
September 2022,State Senator District 50,13731,10623,,10954,295,35603,2822,1401,,4398,106,8727,44330
October 2022,State Senator District 01,9528,9545,,7990,239,27302,2713,1572,,3835,88,8208,35510
October 2022,State Senator District 02,4185,26459,,7134,160,37938,753,2193,,1979,52,4977,42915
October 2022,State Senator District 03,6466,19448,,8949,223,35086,1511,2070,,3521,66,7168,42254
October 2022,State Senator District 04,8961,16212,,11290,250,36713,1737,1665,,3960,88,7450,44163
October 2022,State Senator District 05,9480,19235,,12745,238,41698,1353,1772,,3765,76,6966,48664
October 2022,State Senator District 06,8387,17514,,11957,217,38075,1329,1611,,3189,73,6202,44277
October 2022,State Senator District 07,8403,18584,,10646,248,37881,1537,1894,,3311,87,6829,44710
October 2022,State Senator District 08,8513,22785,,10071,374,41743,1102,2073,,2596,106,5877,47620
October 2022,State Senator District 09,6678,20919,,10131,237,37965,1168,2129,,3662,75,7034,44999
October 2022,State Senator District 10,9977,11134,,9472,462,31045,2770,2354,,4667,225,10016,41061
October 2022,State Senator District 11,11805,16168,,12476,317,40766,1439,1546,,2915,98,5998,46764
October 2022,State Senator District 12,8219,17810,,11539,244,37812,1273,1612,,3077,79,6041,43853
October 2022,State Senator District 13,9800,13702,,9812,212,33526,1991,1503,,3329,76,6899,40425
October 2022,State Senator District 14,12307,14288,,13896,321,40812,1505,1665,,3109,105,6384,47196
October 2022,State Senator District 15,14804,6376,,8257,303,29740,2936,907,,2739,127,6709,36449
October 2022,State Senator District 16,16606,12240,,10665,332,39843,2092,1480,,2621,150,6343,46186
October 2022,State Senator District 17,15164,4447,,7366,350,27327,4363,1083,,3219,151,8816,36143
October 2022,State Senator District 18,21953,6999,,8900,399,38251,3465,1142,,2703,122,7432,45683
October 2022,State Senator District 19,10075,17748,,11766,249,39838,1436,1563,,3103,50,6152,45990
October 2022,State Senator District 20,13655,11235,,10579,376,35845,1832,1138,,2630,76,5676,41521
October 2022,State Senator District 21,13359,14737,,13140,411,41647,1328,1558,,2236,96,5218,46865
October 2022,State Senator District 22,15112,13947,,11045,334,40438,1622,1332,,2176,92,5222,45660
October 2022,State Senator District 23,11608,16206,,13893,363,42070,1067,1271,,2135,65,4538,46608
October 2022,State Senator District 24,11022,15204,,13000,330,39556,1501,1561,,3855,105,7022,46578
October 2022,State Senator District 25,13651,7080,,10121,379,31231,4528,2700,,5523,257,13008,44239
October 2022,State Senator District 26,10757,13300,,11312,328,35697,1617,1379,,3423,97,6516,42213
October 2022,State Senator District 27,9992,16444,,12196,236,38868,2254,1390,,3575,57,7276,46144
October 2022,State Senator District 28,8115,18320,,11087,217,37739,1098,1568,,3020,64,5750,43489
October 2022,State Senator District 29,9726,15374,,13705,208,39013,1447,1293,,3658,63,6461,45474
October 2022,State Senator District 30,11281,13918,,13940,239,39378,1602,1403,,4085,67,7157,46535
October 2022,State Senator District 31,14486,7448,,9486,285,31705,3256,997,,3370,106,7729,39434
October 2022,State Senator District 32,10874,15558,,12860,206,39498,1535,1287,,3096,66,5984,45482
October 2022,State Senator District 33,12362,15336,,13307,194,41199,1201,1178,,2946,50,5375,46574
October 2022,State Senator District 34,9810,14254,,13772,187,38023,1062,996,,3124,63,5245,43268
October 2022,State Senator District 35,11688,13189,,13835,239,38951,2073,1274,,4562,92,8001,46952
October 2022,State Senator District 36,16056,10287,,10359,370,37072,2876,1483,,3574,130,8063,45135
October 2022,State Senator District 37,14487,11706,,12926,373,39492,1837,1382,,2831,112,6162,45654
October 2022,State Senator District 38,12725,12741,,12560,299,38325,1936,1366,,3198,86,6586,44911
October 2022,State Senator District 39,15413,7350,,10247,417,33427,3004,1304,,3478,165,7951,41378
October 2022,State Senator District 40,15156,10735,,12081,389,38361,2215,1293,,3039,140,6687,45048
October 2022,State Senator District 41,11689,12076,,12863,305,36933,2432,1453,,4564,102,8551,45484
October 2022,State Senator District 42,12084,14927,,14683,317,42011,1409,1164,,3091,72,5736,47747
October 2022,State Senator District 43,19149,7419,,11826,305,38699,3191,1333,,3207,107,7838,46537
October 2022,State Senator District 44,9216,16611,,9742,285,35854,1847,1807,,3695,87,7436,43290
October 2022,State Senator District 45,21385,4403,,9424,315,35527,6166,2090,,5128,202,13586,49113
October 2022,State Senator District 46,11601,15552,,12774,282,40209,1312,1352,,2999,96,5759,45968
October 2022,State Senator District 47,12235,14890,,14453,286,41864,2184,2129,,4411,122,8846,50710
October 2022,State Senator District 48,9774,14451,,11795,267,36287,2082,1667,,4320,100,8169,44456
October 2022,State Senator District 49,13294,7838,,11680,377,33189,4367,1772,,6475,174,12788,45977
October 2022,State Senator District 50,13702,10651,,11034,302,35689,2790,1379,,4368,104,8641,44330
November 2022,State Senator District 01,9524,9542,,8076,241,27383,2686,1554,,3811,89,8140,35523
November 2022,State Senator District 02,4181,26520,,7209,163,38073,745,2160,,1970,51,4926,42999
November 2022,State Senator District 03,6461,19518,,8998,225,35202,1496,2027,,3491,66,7080,42282
November 2022,State Senator District 04,8975,16233,,11380,250,36838,1705,1633,,3935,87,7360,44198
November 2022,State Senator District 05,9465,19297,,12857,245,41864,1324,1726,,3726,74,6850,48714
November 2022,State Senator District 06,8380,17572,,12026,218,38196,1301,1589,,3159,71,6120,44316
November 2022,State Senator District 07,8394,18657,,10710,250,38011,1512,1858,,3291,86,6747,44758
November 2022,State Senator District 08,8539,22869,,10164,376,41948,1082,2043,,2574,105,5804,47752
November 2022,State Senator District 09,6674,20949,,10234,238,38095,1143,2092,,3624,74,6933,45028
November 2022,State Senator District 10,9997,11192,,9567,469,31225,2752,2329,,4639,225,9945,41170
November 2022,State Senator District 11,11840,16279,,12791,324,41234,1403,1518,,2874,99,5894,47128
November 2022,State Senator District 12,8252,17901,,11652,250,38055,1240,1586,,3038,79,5943,43998
November 2022,State Senator District 13,9762,13744,,9908,220,33634,1961,1481,,3304,74,6820,40454
November 2022,State Senator District 14,12495,14474,,14216,317,41502,1472,1613,,3052,104,6241,47743
November 2022,State Senator District 15,14845,6380,,8387,312,29924,2898,893,,2694,125,6610,36534
November 2022,State Senator District 16,16653,12261,,10835,337,40086,2058,1457,,2580,149,6244,46330
November 2022,State Senator District 17,15258,4463,,7456,361,27538,4311,1070,,3205,150,8736,36274
November 2022,State Senator District 18,22066,7058,,9031,407,38562,3393,1120,,2666,119,7298,45860
November 2022,State Senator District 19,10063,17805,,11883,253,40004,1406,1518,,3057,49,6030,46034
November 2022,State Senator District 20,13686,11334,,10706,382,36108,1798,1120,,2606,73,5597,41705
November 2022,State Senator District 21,13465,14875,,13359,412,42111,1298,1530,,2203,93,5124,47235
November 2022,State Senator District 22,15158,13997,,11154,347,40656,1597,1294,,2153,92,5136,45792
November 2022,State Senator District 23,11687,16351,,14127,378,42543,1043,1240,,2102,64,4449,46992
November 2022,State Senator District 24,11031,15312,,13084,338,39765,1476,1542,,3818,102,6938,46703
November 2022,State Senator District 25,13716,7090,,10255,385,31446,4458,2679,,5475,256,12868,44314
November 2022,State Senator District 26,10750,13348,,11456,336,35890,1596,1357,,3382,96,6431,42321
November 2022,State Senator District 27,10011,16476,,12319,237,39043,2228,1374,,3536,55,7193,46236
November 2022,State Senator District 28,8101,18375,,11211,218,37905,1085,1540,,2986,63,5674,43579
November 2022,State Senator District 29,9732,15475,,13843,213,39263,1421,1257,,3624,63,6365,45628
November 2022,State Senator District 30,11261,13955,,14067,238,39521,1572,1378,,4040,67,7057,46578
November 2022,State Senator District 31,14554,7506,,9596,293,31949,3228,975,,3348,104,7655,39604
November 2022,State Senator District 32,10881,15640,,13001,207,39729,1520,1270,,3071,64,5925,45654
November 2022,State Senator District 33,12354,15409,,13475,199,41437,1179,1157,,2894,48,5278,46715
November 2022,State Senator District 34,9825,14266,,13876,186,38153,1044,989,,3105,65,5203,43356
November 2022,State Senator District 35,11681,13283,,13956,243,39163,2058,1264,,4530,91,7943,47106
November 2022,State Senator District 36,16070,10341,,10506,379,37296,2843,1466,,3553,128,7990,45286
November 2022,State Senator District 37,14534,11750,,13131,379,39794,1810,1366,,2800,110,6086,45880
November 2022,State Senator District 38,12827,12778,,12696,303,38604,1907,1341,,3163,85,6496,45100
November 2022,State Senator District 39,15409,7377,,10422,421,33629,2975,1282,,3451,162,7870,41499
November 2022,State Senator District 40,15147,10756,,12251,396,38550,2204,1277,,3000,137,6618,45168
November 2022,State Senator District 41,11703,12128,,12998,310,37139,2404,1443,,4526,101,8474,45613
November 2022,State Senator District 42,12093,14981,,14837,318,42229,1389,1147,,3061,69,5666,47895
November 2022,State Senator District 43,19276,7447,,12067,307,39097,3135,1314,,3165,106,7720,46817
November 2022,State Senator District 44,9213,16691,,9897,295,36096,1821,1787,,3650,86,7344,43440
November 2022,State Senator District 45,21531,4406,,9585,313,35835,6080,2073,,5100,202,13455,49290
November 2022,State Senator District 46,11620,15605,,12909,281,40415,1300,1325,,2964,94,5683,46098
November 2022,State Senator District 47,12257,14948,,14658,301,42164,2171,2113,,4382,122,8788,50952
November 2022,State Senator District 48,9785,14471,,11897,276,36429,2044,1620,,4278,98,8040,44469
November 2022,State Senator District 49,13318,7887,,11833,382,33420,4335,1755,,6434,172,12696,46116
November 2022,State Senator District 50,13704,10738,,11186,307,35935,2749,1358,,4310,104,8521,44456
December 2022,State Senator District 01,9534,9606,,8137,242,27519,2662,1520,,3775,89,8046,35565
